fldOeeProgressTableKeyID,fldOeeRegID,fldOeeStartDateTime,fldOeeActivityDuration,fldOeeCounter,fldOeeNormSpeed,fldOeeCountryID,fldOeePlantID,fldOeeSubPlantID,fldOeeDepartmentID,fldOeeCurrentOee,fldOeeCurrentAvailability,fldOeeCurrentPerformance,fldOeeCurrentQuality,fldOeeRegHistory,fldOeeDateModified,fldOeeMachineID,fldOeeSyncDate,fldOeeSync
49,162,2016-03-24 16:56:50,123,317,140,1,1,1,1,79,38,100,100,0,2016-03-24 16:56:50,3,,
